timestamp,latency_ms,packet_loss
2026-02-24 22:02:41,30,0
2026-02-24 22:02:42,41,1
2026-02-24 22:02:43,53,0
2026-02-24 22:02:44,45,0
2026-02-24 22:02:45,58,2
2026-02-24 22:02:46,38,1
2026-02-24 22:02:47,39,1
2026-02-24 22:02:48,46,0
2026-02-24 22:02:49,39,1
2026-02-24 22:02:50,53,1
2026-02-24 22:02:51,51,0
2026-02-24 22:02:52,54,0
2026-02-24 22:02:53,39,1
2026-02-24 22:02:54,47,0
2026-02-24 22:02:55,49,0
2026-02-24 22:02:56,41,0
2026-02-24 22:02:57,58,2
2026-02-24 22:02:58,51,1
2026-02-24 22:02:59,45,0
2026-02-24 22:03:00,52,1
2026-02-24 22:03:01,41,2
2026-02-24 22:03:02,57,0
2026-02-24 22:03:03,44,1
2026-02-24 22:03:04,42,2
2026-02-24 22:03:05,56,0
2026-02-24 22:03:06,67,0
2026-02-24 22:03:07,40,2
2026-02-24 22:03:08,51,1
2026-02-24 22:03:09,32,0
2026-02-24 22:03:10,38,0
2026-02-24 22:03:11,52,0
2026-02-24 22:03:12,35,1
2026-02-24 22:03:13,65,0
2026-02-24 22:03:14,48,0
2026-02-24 22:03:15,48,0
2026-02-24 22:03:16,56,2
2026-02-24 22:03:17,54,0
2026-02-24 22:03:18,50,0
2026-02-24 22:03:19,34,1
2026-02-24 22:03:20,58,1
2026-02-24 22:03:21,54,0
2026-02-24 22:03:22,55,0
2026-02-24 22:03:23,52,0
2026-02-24 22:03:24,50,2
2026-02-24 22:03:25,38,0
2026-02-24 22:03:26,43,0
2026-02-24 22:03:27,47,0
2026-02-24 22:03:28,69,0
2026-02-24 22:03:29,38,0
2026-02-24 22:03:30,33,1
2026-02-24 22:03:31,52,1
2026-02-24 22:03:32,54,0
2026-02-24 22:03:33,38,0
2026-02-24 22:03:34,42,1
2026-02-24 22:03:35,56,0
2026-02-24 22:03:36,30,0
2026-02-24 22:03:37,48,0
2026-02-24 22:03:38,32,0
2026-02-24 22:03:39,44,1
2026-02-24 22:03:40,41,2
2026-02-24 22:03:41,61,0
2026-02-24 22:03:42,50,0
2026-02-24 22:03:43,47,0
2026-02-24 22:03:44,55,0
2026-02-24 22:03:45,59,0
2026-02-24 22:03:46,70,1
2026-02-24 22:03:47,57,1
2026-02-24 22:03:48,56,0
2026-02-24 22:03:49,30,3
2026-02-24 22:03:50,53,1
2026-02-24 22:03:51,33,0
2026-02-24 22:03:52,46,0
2026-02-24 22:03:53,48,0
2026-02-24 22:03:54,60,3
2026-02-24 22:03:55,50,0
2026-02-24 22:03:56,48,0
2026-02-24 22:03:57,57,0
2026-02-24 22:03:58,59,2
2026-02-24 22:03:59,68,1
2026-02-24 22:04:00,46,1
2026-02-24 22:04:01,71,2
2026-02-24 22:04:02,52,0
2026-02-24 22:04:03,67,1
2026-02-24 22:04:04,50,0
2026-02-24 22:04:05,52,0
2026-02-24 22:04:06,52,1
2026-02-24 22:04:07,72,0
2026-02-24 22:04:08,51,0
2026-02-24 22:04:09,46,0
2026-02-24 22:04:10,46,0
2026-02-24 22:04:11,42,0
2026-02-24 22:04:12,56,0
2026-02-24 22:04:13,67,0
2026-02-24 22:04:14,45,0
2026-02-24 22:04:15,58,0
2026-02-24 22:04:16,30,2
2026-02-24 22:04:17,30,0
2026-02-24 22:04:18,48,0
2026-02-24 22:04:19,43,0
2026-02-24 22:04:20,50,1
2026-02-24 22:04:21,37,0
2026-02-24 22:04:22,36,2
2026-02-24 22:04:23,44,0
2026-02-24 22:04:24,38,0
2026-02-24 22:04:25,41,3
2026-02-24 22:04:26,62,0
2026-02-24 22:04:27,43,1
2026-02-24 22:04:28,42,0
2026-02-24 22:04:29,44,0
2026-02-24 22:04:30,58,0
2026-02-24 22:04:31,43,1
2026-02-24 22:04:32,42,0
2026-02-24 22:04:33,42,1
2026-02-24 22:04:34,66,0
2026-02-24 22:04:35,64,1
2026-02-24 22:04:36,41,0
2026-02-24 22:04:37,30,0
2026-02-24 22:04:38,30,0
2026-02-24 22:04:39,57,0
2026-02-24 22:04:40,50,0
2026-02-24 22:04:41,69,0
2026-02-24 22:04:42,56,0
2026-02-24 22:04:43,70,3
2026-02-24 22:04:44,47,0
2026-02-24 22:04:45,37,0
2026-02-24 22:04:46,41,1
2026-02-24 22:04:47,42,0
2026-02-24 22:04:48,56,2
2026-02-24 22:04:49,61,1
2026-02-24 22:04:50,54,1
2026-02-24 22:04:51,41,0
2026-02-24 22:04:52,51,0
2026-02-24 22:04:53,53,1
2026-02-24 22:04:54,65,1
2026-02-24 22:04:55,54,0
2026-02-24 22:04:56,58,0
2026-02-24 22:04:57,45,1
2026-02-24 22:04:58,38,0
2026-02-24 22:04:59,52,2
2026-02-24 22:05:00,48,0
2026-02-24 22:05:01,51,0
2026-02-24 22:05:02,50,0
2026-02-24 22:05:03,32,0
2026-02-24 22:05:04,60,1
2026-02-24 22:05:05,55,0
2026-02-24 22:05:06,60,1
2026-02-24 22:05:07,30,0
2026-02-24 22:05:08,63,0
2026-02-24 22:05:09,49,0
2026-02-24 22:05:10,47,0
2026-02-24 22:05:11,39,0
2026-02-24 22:05:12,40,0
2026-02-24 22:05:13,39,2
2026-02-24 22:05:14,57,1
2026-02-24 22:05:15,39,1
2026-02-24 22:05:16,32,0
2026-02-24 22:05:17,31,0
2026-02-24 22:05:18,71,0
2026-02-24 22:05:19,55,1
2026-02-24 22:05:20,68,0
2026-02-24 22:05:21,44,1
2026-02-24 22:05:22,54,0
2026-02-24 22:05:23,52,1
2026-02-24 22:05:24,51,3
2026-02-24 22:05:25,32,2
2026-02-24 22:05:26,48,0
2026-02-24 22:05:27,55,0
2026-02-24 22:05:28,42,0
2026-02-24 22:05:29,60,0
2026-02-24 22:05:30,54,0
2026-02-24 22:05:31,42,0
2026-02-24 22:05:32,50,0
2026-02-24 22:05:33,54,0
2026-02-24 22:05:34,36,0
2026-02-24 22:05:35,49,2
2026-02-24 22:05:36,45,0
2026-02-24 22:05:37,54,0
2026-02-24 22:05:38,52,0
2026-02-24 22:05:39,40,2
2026-02-24 22:05:40,30,0
2026-02-24 22:05:41,36,0
2026-02-24 22:05:42,37,3
2026-02-24 22:05:43,50,0
2026-02-24 22:05:44,58,1
2026-02-24 22:05:45,53,1
2026-02-24 22:05:46,55,0
2026-02-24 22:05:47,46,0
2026-02-24 22:05:48,49,0
2026-02-24 22:05:49,81,1
2026-02-24 22:05:50,73,2
2026-02-24 22:05:51,51,0
2026-02-24 22:05:52,41,1
2026-02-24 22:05:53,60,1
2026-02-24 22:05:54,74,0
2026-02-24 22:05:55,44,1
2026-02-24 22:05:56,40,1
2026-02-24 22:05:57,59,0
2026-02-24 22:05:58,60,0
2026-02-24 22:05:59,37,0
2026-02-24 22:06:00,44,0
2026-02-24 22:06:01,47,1
2026-02-24 22:06:02,58,0
2026-02-24 22:06:03,30,2
2026-02-24 22:06:04,45,0
2026-02-24 22:06:05,35,0
2026-02-24 22:06:06,33,2
2026-02-24 22:06:07,54,0
2026-02-24 22:06:08,53,0
2026-02-24 22:06:09,35,0
2026-02-24 22:06:10,52,0
2026-02-24 22:06:11,59,1
2026-02-24 22:06:12,48,0
2026-02-24 22:06:13,30,0
2026-02-24 22:06:14,41,1
2026-02-24 22:06:15,37,0
2026-02-24 22:06:16,64,0
2026-02-24 22:06:17,50,0
2026-02-24 22:06:18,42,3
2026-02-24 22:06:19,45,0
2026-02-24 22:06:20,44,0
2026-02-24 22:06:21,51,1
2026-02-24 22:06:22,52,1
2026-02-24 22:06:23,47,1
2026-02-24 22:06:24,39,2
2026-02-24 22:06:25,53,0
2026-02-24 22:06:26,46,0
2026-02-24 22:06:27,45,3
2026-02-24 22:06:28,51,3
2026-02-24 22:06:29,43,1
2026-02-24 22:06:30,48,3
2026-02-24 22:06:31,52,1
2026-02-24 22:06:32,53,2
2026-02-24 22:06:33,51,1
2026-02-24 22:06:34,48,0
2026-02-24 22:06:35,58,0
2026-02-24 22:06:36,57,0
2026-02-24 22:06:37,49,0
2026-02-24 22:06:38,41,0
2026-02-24 22:06:39,51,2
2026-02-24 22:06:40,54,3
2026-02-24 22:06:41,56,0
2026-02-24 22:06:42,56,0
2026-02-24 22:06:43,46,0
2026-02-24 22:06:44,39,0
2026-02-24 22:06:45,50,0
2026-02-24 22:06:46,54,2
2026-02-24 22:06:47,55,0
2026-02-24 22:06:48,71,1
2026-02-24 22:06:49,50,1
2026-02-24 22:06:50,51,0
2026-02-24 22:06:51,62,0
2026-02-24 22:06:52,46,2
2026-02-24 22:06:53,42,1
2026-02-24 22:06:54,57,0
2026-02-24 22:06:55,44,0
2026-02-24 22:06:56,44,1
2026-02-24 22:06:57,60,3
2026-02-24 22:06:58,65,0
2026-02-24 22:06:59,51,1
2026-02-24 22:07:00,50,0
2026-02-24 22:07:01,42,0
2026-02-24 22:07:02,39,0
2026-02-24 22:07:03,44,0
2026-02-24 22:07:04,44,0
2026-02-24 22:07:05,43,0
2026-02-24 22:07:06,56,1
2026-02-24 22:07:07,40,2
2026-02-24 22:07:08,43,0
2026-02-24 22:07:09,37,3
2026-02-24 22:07:10,63,0
2026-02-24 22:07:11,48,0
2026-02-24 22:07:12,72,0
2026-02-24 22:07:13,63,0
2026-02-24 22:07:14,58,1
2026-02-24 22:07:15,30,0
2026-02-24 22:07:16,47,0
2026-02-24 22:07:17,67,0
2026-02-24 22:07:18,47,0
2026-02-24 22:07:19,41,1
2026-02-24 22:07:20,47,2
2026-02-24 22:07:21,48,2
2026-02-24 22:07:22,56,0
2026-02-24 22:07:23,48,1
2026-02-24 22:07:24,32,0
2026-02-24 22:07:25,59,0
2026-02-24 22:07:26,32,0
2026-02-24 22:07:27,50,2
2026-02-24 22:07:28,60,0
2026-02-24 22:07:29,36,1
2026-02-24 22:07:30,52,0
2026-02-24 22:07:31,50,0
2026-02-24 22:07:32,55,0
2026-02-24 22:07:33,55,2
2026-02-24 22:07:34,67,0
2026-02-24 22:07:35,49,1
2026-02-24 22:07:36,46,0
2026-02-24 22:07:37,40,1
2026-02-24 22:07:38,64,1
2026-02-24 22:07:39,59,3
2026-02-24 22:07:40,42,0
2026-02-24 22:07:41,43,0
2026-02-24 22:07:42,56,1
2026-02-24 22:07:43,57,0
2026-02-24 22:07:44,59,0
2026-02-24 22:07:45,70,1
2026-02-24 22:07:46,51,1
2026-02-24 22:07:47,47,0
2026-02-24 22:07:48,39,0
2026-02-24 22:07:49,63,0
2026-02-24 22:07:50,64,2
2026-02-24 22:07:51,44,0
2026-02-24 22:07:52,75,0
2026-02-24 22:07:53,39,0
2026-02-24 22:07:54,48,0
2026-02-24 22:07:55,67,2
2026-02-24 22:07:56,81,1
2026-02-24 22:07:57,33,0
2026-02-24 22:07:58,35,0
2026-02-24 22:07:59,48,0
2026-02-24 22:08:00,66,0
2026-02-24 22:08:01,30,0
2026-02-24 22:08:02,30,1
2026-02-24 22:08:03,55,2
2026-02-24 22:08:04,41,1
2026-02-24 22:08:05,59,3
2026-02-24 22:08:06,51,0
2026-02-24 22:08:07,51,0
2026-02-24 22:08:08,30,1
2026-02-24 22:08:09,39,0
2026-02-24 22:08:10,58,0
2026-02-24 22:08:11,43,2
2026-02-24 22:08:12,69,0
2026-02-24 22:08:13,68,2
2026-02-24 22:08:14,65,1
2026-02-24 22:08:15,42,3
2026-02-24 22:08:16,48,0
2026-02-24 22:08:17,58,3
2026-02-24 22:08:18,50,0
2026-02-24 22:08:19,43,0
2026-02-24 22:08:20,30,0
2026-02-24 22:08:21,60,2
2026-02-24 22:08:22,42,1
2026-02-24 22:08:23,49,0
2026-02-24 22:08:24,45,1
2026-02-24 22:08:25,61,0
2026-02-24 22:08:26,47,0
2026-02-24 22:08:27,57,0
2026-02-24 22:08:28,60,0
2026-02-24 22:08:29,46,0
2026-02-24 22:08:30,42,3
2026-02-24 22:08:31,48,0
2026-02-24 22:08:32,51,0
2026-02-24 22:08:33,42,0
2026-02-24 22:08:34,42,0
2026-02-24 22:08:35,51,3
2026-02-24 22:08:36,52,1
2026-02-24 22:08:37,48,0
2026-02-24 22:08:38,63,0
2026-02-24 22:08:39,55,1
2026-02-24 22:08:40,53,0
2026-02-24 22:08:41,52,0
2026-02-24 22:08:42,79,0
2026-02-24 22:08:43,49,0
2026-02-24 22:08:44,33,0
2026-02-24 22:08:45,48,1
2026-02-24 22:08:46,55,3
2026-02-24 22:08:47,54,0
2026-02-24 22:08:48,52,2
2026-02-24 22:08:49,46,1
2026-02-24 22:08:50,55,0
2026-02-24 22:08:51,42,1
2026-02-24 22:08:52,46,1
2026-02-24 22:08:53,46,0
2026-02-24 22:08:54,46,0
2026-02-24 22:08:55,46,0
2026-02-24 22:08:56,56,3
2026-02-24 22:08:57,50,0
2026-02-24 22:08:58,64,0
2026-02-24 22:08:59,55,0
2026-02-24 22:09:00,38,1
2026-02-24 22:09:01,68,1
2026-02-24 22:09:02,42,1
2026-02-24 22:09:03,63,0
2026-02-24 22:09:04,52,0
2026-02-24 22:09:05,42,0
2026-02-24 22:09:06,46,1
2026-02-24 22:09:07,44,2
2026-02-24 22:09:08,45,0
2026-02-24 22:09:09,49,0
2026-02-24 22:09:10,54,0
2026-02-24 22:09:11,30,0
2026-02-24 22:09:12,43,0
2026-02-24 22:09:13,41,2
2026-02-24 22:09:14,55,3
2026-02-24 22:09:15,42,2
2026-02-24 22:09:16,40,0
2026-02-24 22:09:17,37,0
2026-02-24 22:09:18,52,0
2026-02-24 22:09:19,40,0
2026-02-24 22:09:20,51,0
2026-02-24 22:09:21,62,0
2026-02-24 22:09:22,56,1
2026-02-24 22:09:23,60,0
2026-02-24 22:09:24,33,0
2026-02-24 22:09:25,46,2
2026-02-24 22:09:26,54,0
2026-02-24 22:09:27,52,0
2026-02-24 22:09:28,64,3
2026-02-24 22:09:29,60,0
2026-02-24 22:09:30,47,0
2026-02-24 22:09:31,49,0
2026-02-24 22:09:32,60,0
2026-02-24 22:09:33,57,1
2026-02-24 22:09:34,37,0
2026-02-24 22:09:35,50,2
2026-02-24 22:09:36,58,1
2026-02-24 22:09:37,47,0
2026-02-24 22:09:38,53,0
2026-02-24 22:09:39,40,0
2026-02-24 22:09:40,30,2
2026-02-24 22:09:41,43,1
2026-02-24 22:09:42,56,0
2026-02-24 22:09:43,30,2
2026-02-24 22:09:44,52,2
2026-02-24 22:09:45,41,0
2026-02-24 22:09:46,45,0
2026-02-24 22:09:47,38,0
2026-02-24 22:09:48,61,0
2026-02-24 22:09:49,35,0
2026-02-24 22:09:50,53,0
2026-02-24 22:09:51,43,1
2026-02-24 22:09:52,52,2
2026-02-24 22:09:53,46,0
2026-02-24 22:09:54,36,0
2026-02-24 22:09:55,72,1
2026-02-24 22:09:56,42,0
2026-02-24 22:09:57,58,0
2026-02-24 22:09:58,47,1
2026-02-24 22:09:59,65,3
2026-02-24 22:10:00,55,3
2026-02-24 22:10:01,39,0
2026-02-24 22:10:02,44,0
2026-02-24 22:10:03,53,0
2026-02-24 22:10:04,33,1
2026-02-24 22:10:05,49,0
2026-02-24 22:10:06,42,0
2026-02-24 22:10:07,41,0
2026-02-24 22:10:08,51,0
2026-02-24 22:10:09,61,1
2026-02-24 22:10:10,57,2
2026-02-24 22:10:11,37,1
2026-02-24 22:10:12,47,0
2026-02-24 22:10:13,47,1
2026-02-24 22:10:14,68,0
2026-02-24 22:10:15,38,0
2026-02-24 22:10:16,64,1
2026-02-24 22:10:17,54,3
2026-02-24 22:10:18,49,1
2026-02-24 22:10:19,42,0
2026-02-24 22:10:20,46,0
2026-02-24 22:10:21,50,2
2026-02-24 22:10:22,30,0
2026-02-24 22:10:23,55,0
2026-02-24 22:10:24,53,0
2026-02-24 22:10:25,50,2
2026-02-24 22:10:26,51,0
2026-02-24 22:10:27,53,0
2026-02-24 22:10:28,47,1
2026-02-24 22:10:29,55,0
2026-02-24 22:10:30,54,0
2026-02-24 22:10:31,55,1
2026-02-24 22:10:32,51,2
2026-02-24 22:10:33,54,0
2026-02-24 22:10:34,33,0
2026-02-24 22:10:35,39,0
2026-02-24 22:10:36,62,0
2026-02-24 22:10:37,50,0
2026-02-24 22:10:38,51,1
2026-02-24 22:10:39,53,1
2026-02-24 22:10:40,59,1
2026-02-24 22:10:41,40,2
2026-02-24 22:10:42,57,0
2026-02-24 22:10:43,39,0
2026-02-24 22:10:44,63,3
